authors,title,keywords,periodical,id
"Higgins, D; Curtin, T; Burke, I; Courtney, R",The potential for constructed wetland mechanisms to treat alkaline bauxite residue leachate: carbonation and precipitate characterisation,Alkaline drainage; Bauxite residue; Constructed wetlands; Neutralisation; Carbonation,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-018-2983-1
"Osti, JAS; Henares, MNP; Camargo, AFM",The efficiency of free-floating and emergent aquatic macrophytes in constructed wetlands for the treatment of a fishpond effluent,Eichhornia crassipes; eutrophication; Nile tilapia wastewater; phytoremediation; Typha domingensis,AQUACULTURE RESEARCH,10.1111/are.13813
"Oon, YL; Ong, SA; Ho, LN; Wong, YS; Dahalan, FA; Oon, YS; Lehl, HK; Thung, WE; Nordin, N","Up-flow constructed wetland-microbial fuel cell for azo dye, saline, nitrate remediation and bioelectricity generation: From waste to energy approach",Salinity; Azo dye; Nitrate; Decolorization; Bioelectricity generation,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2018.06.035
"Sharma, PK; Minakshi, D; Rani, A; Malaviya, P",Treatment efficiency of vertical flow constructed wetland systems operated under different recirculation rates,,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2018.07.004
"Sun, HM; Yang, ZC; Wei, CJ; Wu, WZ",Nitrogen removal performance and functional genes distribution patterns in solid-phase denitrification sub-surface constructed wetland with micro aeration,Vertical flow constructed wetland; Solid-phase denitrification; Aeration; Functional genes; Nitrogen removal,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2018.04.078
"Wei, CJ; Wu, WZ",Performance of single-pass and by-pass multi-step multi-soil-layering systems for low-(C/N)-ratio polluted river water treatment,Multi-step multi-soil-layering; Nitrogen removal; Step-feeding; Carbon-nitrogen ratios; Biofilm,CHEMOSPHERE,10.1016/j.chemosphere.2018.05.035
"Liu, XL; Zhang, K; Fan, LQ; Luo, HB; Jiang, MS; Anderson, BC; Li, M; Huang, B; Yu, LJ; He, GZ; Wang, JT; Pu, AP",Intermittent micro-aeration control of methane emissions from an integrated vertical-flow constructed wetland during agricultural domestic wastewater treatment,Intermittent micro-aeration; Integrated vertical-flow constructed wetland; Control of methane emissions; Oxygen transfer efficiency; Cyperus alternifolius L.,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-018-2226-5
"Zhou, X; Gao, L; Zhang, H; Wu, HM",Determination of the optimal aeration for nitrogen removal in biochar-amended aerated vertical flow constructed wetlands,Biochar; Constructed wetlands; Intermittent aeration; Nitrogen removal; Nitrous oxide,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2018.04.028
"Ren, LJ; Eller, F; Lambertini, C; Guo, WY; Sorrell, BK; Brix, H",Minimum Fe requirement and toxic tissue concentration of Fe in Phragmites australis: A tool for alleviating Fe-deficiency in constructed wetlands,Constructed wetland; Iron nutrition; Critical deficiency concentration; Critical toxicity concentration; Fe-EDDHA; Chlorosis,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2018.05.009
"Zhu, ZC; Miao, HF; Zhang, YJ; Cui, J; Huang, ZX; Ruan, WQ",Performance and microbial community in a combined VF-HF system for the advanced treatment of secondary effluent,autotrophic denitrification; heterotrophic denitrification; redundancy analysis; secondary effluent; VF-HF system,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2018.243
"Herrera-Melian, JA; Guedes-Alonso, R; Borreguero-Fabelo, A; Santana-Rodriguez, JJ; Sosa-Ferrera, Z",Study on the removal of hormones from domestic wastewaters with lab-scale constructed wetlands with different substrates and flow directions,Hormone residues; Constructed wetland; Palm mulch; Horizontal flow; Vertical flow,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-017-9307-8
"Andres, E; Araya, F; Vera, I; Pozo, G; Vidal, G",Phosphate removal using zeolite in treatment wetlands under different oxidation-reduction potentials,Langmuir adsorption kinetic; Oxidation-reduction potential; Phosphate; Sewage; Subsurface flow treatment wetland; Zeolite,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2018.03.008
"Latrach, L; Ouazzani, N; Hejjaj, A; Zouhir, F; Mahi, M; Masunaga, T; Mandi, L",Optimization of hydraulic efficiency and wastewater treatment performances using a new design of vertical flow Multi-Soil-Layering (MSL) technology,Hydraulic efficiency; Modified Multi-Soil-Layering system; Standard Multi-Soil-Layering system; Purifying performance; Retention time distribution,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2018.04.003
"Freeman, AI; Surridge, BJ; Matthews, M; Stewart, M; Haygarth, PM",New approaches to enhance pollutant removal in artificially aerated wastewater treatment systems,Aerated constructed wetlands; De-icer contaminated runoff; Phased artificial aeration; Oxygen transfer efficiency; Organic pollutants; Freshwater ecosystems,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2018.01.261
"Wang, Q; Hu, YB; Xie, HJ; Yang, ZC",Constructed Wetlands: A Review on the Role of Radial Oxygen Loss in the Rhizosphere by Macrophytes,constructed wetlands; radial oxygen loss; rhizosphere; macrophytes; microorganisms,WATER,10.3390/w10060678
"Wang, CH; Wu, Y; Bai, LL; Wang, CL; Jiang, HL; Wei, ZX; Wei, XY; Yuan, ZC; Liu, X",Intermittent aeration incubation of drinking water treatment residuals for recycling in aquatic environment remediation,Drinking water treatment residuals; Recycling; Remedlation; Aquatic environment,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2018.02.151
"Lyu, T; He, KL; Dong, RJ; Wu, SB",The intensified constructed wetlands are promising for treatment of ammonia stripped effluent: Nitrogen transformations and removal pathways,Alkaline wastewater; Constructed wetlands; Effluent recirculation; Microbial community; Isotopic composition; Intermittent aeration,ENVIRONMENTAL POLLUTION,10.1016/j.envpol.2018.01.056
"Hernandez, ME; Galindo-Zetina, M; Hernandez-Hernandez, JC",Greenhouse gas emissions and pollutant removal in treatment wetlands with ornamental plants under subtropical conditions,Nitrous; Methane; Nitrous oxide; Wastewater treatment; Carbon; Nitrogen,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2017.06.001
"Schultz, RE; Pett, L","Plant community effects on CH4 fluxes, root surface area, and carbon storage in experimental wetlands",Biodiversity; Carbon; Functional diversity; Mesocosm; Methane,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2017.06.027
"Boog, J; Nivala, J; Aubron, T; Mothes, S; van Afferden, M; Muller, RA",Resilience of carbon and nitrogen removal due to aeration interruption in aerated treatment wetlands,Aeration; Constructed wetland; Domestic wastewater; Aeration stop; System dynamics,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2017.10.131
"Zhao, XH; Hu, YS; Zhao, YQ; Kumar, L",Achieving an extraordinary high organic and hydraulic loadings with good performance via an alternative operation strategy in a multi-stage constructed wetland system,Constructed wetland; High-strength wastewater; Anaerobic up-flow; Effluent recirculation; Tidal flow; Organic and hydraulic loadings,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-018-1464-x
"Hou, LZ; Hu, B; He, MM; Xu, X; Zhang, WJ",Effect of intermittent operation model on the function of soil infiltration system,Pollutant urban runoff; Soil infiltration treatment system; Coupled nitrification-denitrification; Pollutant removal efficiency,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-018-1238-5
"Zhang, L; Lyu, T; Zhang, Y; Button, M; Arias, CA; Weber, KP; Brix, H; Carvalho, PN",Impacts of design configuration and plants on the functionality of the microbial community of mesocosm-scale constructed wetlands treating ibuprofen,Ibuprofen; Community-level physiological profiling (CLPP); Wetland plants; Horizontal subsurface flow; Vertical flow; Forced aeration,WATER RESEARCH,10.1016/j.watres.2017.12.050
"Papias, S; Masson, M; Pelletant, S; Prost-Boucle, S; Boutin, C",In situ continuous monitoring of nitrogen with ion-selective electrodes in a constructed wetland receiving treated wastewater: an operating protocol to obtain reliable data,ammonium; electrochemical sensor; free-water surface constructed wetland; long-term monitoring; nitrate,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2018.052
"Adera, S; Drizo, A; Twohig, E; Jagannathan, K; Benoit, G","Improving Performance of Treatment Wetlands: Evaluation of Supplemental Aeration, Varying Flow Direction, and Phosphorus Removing Filters",Constructed wetland; Horizontal flow; Vertical flow; Nutrients; E. Coli; Dairy livestock wastewater,WATER AIR AND SOIL POLLUTION,10.1007/s11270-018-3723-3
"Xie, TY; Jing, ZQ; Hu, J; Yuan, P; Liu, YL; Cao, SW",Degradation of nitrobenzene-containing wastewater by a microbial-fuel-cell-coupled constructed wetland,Microbial fuel cell; Constructed wetland; Nitrobenzene; Electricity generation; Power density,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2017.12.018
"Singh, NK; Kazmi, AA",Performance and Cost Analysis of Decentralized Wastewater Treatment Plants in Northern India: Case Study,Cost-benefit analysis; Performance evaluation; Wastewater treatment; Cost utilization; Energy consumption; India,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,10.1061/(ASCE)WR.1943-5452.0000886
"Zhou, X; Jia, LX; Liang, CL; Feng, LK; Wang, RG; Wu, HM",Simultaneous enhancement of nitrogen removal and nitrous oxide reduction by a saturated biochar-based intermittent aeration vertical flow constructed wetland: Effects of influent strength,Biochar; Intermittent aeration; Nitrogen removal; Nitrous oxide; Vertical flow constructed wetlands,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2017.11.066
"Zhang, XW; Hu, Z; Zhang, J; Fan, JL; Ngo, HH; Guo, WS; Zeng, CJ; Wu, YW; Wang, SY",A novel aerated surface flow constructed wetland using exhaust gas from biological wastewater treatment: Performance and mechanisms,Surface flow constructed wetlands; Intermittent aeration; Exhaust gases; Nitrogen transformation; Odor,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.08.172
"Fu, GP; Yu, TY; Huangshen, L; Han, JY",The influence of complex fermentation broth on denitrification of saline sewage in constructed wetlands by heterotrophic nitrifying/aerobic denitrifying bacterial communities,Constructed wetland; Salinity; Denitrification; Heterotrophic nitrifying-aerobic denitrifying bacteria,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.11.057
"Liu, CJ; Xie, JZ; Song, ML; Gao, ZL; Zheng, DX; Liu, X; Ning, GH; Cheng, X; Bruning, H",Nitrogen removal performance and microbial community changes in subsurface wastewater infiltration systems (SWISs) at low temperature with different bioaugmentation strategies,Subsurface wastewater infiltration system; Aerobic denitrification; Embedding bioaugmentation; Low temperature; Bacterial community structure,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.11.089
"Ilyas, H; Masih, I",The effects of different aeration strategies on the performance of constructed wetlands for phosphorus removal,Constructed wetlands; Dissolved oxygen; Orthophosphate; Oxidation-reduction potential; Total phosphorus; Wastewater,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-017-1071-2
"Sun, YF; Qi, SY; Zheng, FP; Huang, LL; Pan, J; Jiang, YY; Hou, WY; Xiao, L","Organics removal, nitrogen removal and N2O emission in subsurface wastewater infiltration systems amended with/without biochar and sludge",Subsurface wastewater infiltration system; Aeration; Nitrogen; Biochar; Sludge,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.10.004
"Tazkiaturrizki, T; Soewondo, P; Handajani, M",Nitrogen removal on recycling water process of wastewater treatment plant effluent using subsurface horizontal wetland with continuous feed,constructed wetland; nitrogen removal; recycling water; WWTP,4TH INTERNATIONAL SEMINAR ON SUSTAINABLE URBAN DEVELOPMENT,10.1088/1755-1315/106/1/012078
"Leiva, AM; Reyes-Contreras, C; Vidal, G",Influence of Agapanthus africanus on nitrification in a vertical subsurface flow constructed wetland,Nitrification; vertical subsurface flow constructed wetland; agapanthus africanus,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,10.1080/15226514.2017.1393390
"Li, Y; Zhang, KS",Pilot scale treatment of polluted surface waters using membrane-aerated biofilm reactor (MABR),Membrane-aerated biofilm reactor (MABR); surface water; total nitrogen; C/N ratio,BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,10.1080/13102818.2017.1399826
"Lee, S; Maniquiz-Redillas, MC; Kim, LH",Assessment of aeration pond operation in a constructed wetland receiving high nitrogen content wastewater from livestock area,Aeration time; Constructed wetland; Livestock wastewater; Oxygen consumption rate; Oxygen transfer coefficient,DESALINATION AND WATER TREATMENT,10.5004/dwt.2018.21816
"Zou, YC; Zhang, LL; Wang, LY; Zhang, SJ; Yu, XF","Effects of Aeration, Vegetation, and Iron Input on Total P Removal in a Lacustrine Wetland Receiving Agricultural Drainage",agricultural runoff; phosphorus; iron; pollution control; treatment wetland; Lake Xingkai,WATER,10.3390/w10010061
"Ma, T; Zhang, LY; Xi, BD; Xiong, Y; Yu, PF; Li, GW; Li, JX; Zhao, C",Treatment of farmer household tourism wastewater using iron-carbon micro-electrolysis and horizontal subsurface flow constructed wetlands: A full-scale study,Farmer household tourism wastewater; Iron-carbon micro-electrolysis; Horizontal subsurface flow constructed wetlands; Carbon-to-nitrogen ratio,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2017.08.029
"He, S; Wang, YM; Li, CS; Li, YC; Zhou, J",The nitrogen removal performance and microbial communities in a two-stage deep sequencing constructed wetland for advanced treatment of secondary effluent,Secondary effluent; Tertiary treatment; Two-stage DSCW; Nitrogen removal; Microbial communities,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.06.150
"Yang, ZC; Yang, LH; Wei, CJ; Wu, WZ; Zhao, XF; Lu, T",Enhanced nitrogen removal using solid carbon source in constructed wetland with limited aeration,Nitrogen removal; Constructed wetlands; Limited aeration; Solid carbon source,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.07.188
"Wang, M; Zhang, DQ; Dong, JW; Tan, SK",Application of constructed wetlands for treating agricultural runoff and agro-industrial wastewater: a review,Constructed wetlands; Agricultural wastewaters; Nutrient; Removal efficiencies; Design optimization,HYDROBIOLOGIA,10.1007/s10750-017-3315-z
"Zhang, L; Lv, T; Zhang, Y; Stein, OR; Arias, CA; Brix, H; Carvalho, PN",Effects of constructed wetland design on ibuprofen removal - A mesocosm scale study,Pharmaceuticals; Contaminants of emerging concern; Kinetics; Removal processes; Constructed wetlands; Intensified systems,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2017.07.130
"Kang, W; Chai, HX; Xiang, Y; Chen, W; Shao, ZY; He, Q",Assessment of low concentration wastewater treatment operations with dewatered alum sludge-based sequencing batch constructed wetland system,,SCIENTIFIC REPORTS,10.1038/s41598-017-17783-3
"Li, JN; Zhou, QZ; Campos, LC",Removal of selected emerging PPCP compounds using greater duckweed (Spirodela polyrhiza) based lab-scale free water constructed wetland,Greater duckweed; PPCPs; Constructed wetland; Stabilization tank; Treatment; Orthogonal design,WATER RESEARCH,10.1016/j.watres.2017.09.002
"Lyu, WL; Huang, L; Xiao, GQ; Chen, YC",Effects of carbon sources and COD/N ratio on N2O emissions in subsurface flow constructed wetlands,Constructed wetland; Carbon source; Denitrification; Microbial community; Nitrous oxide,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.08.056
"Gomes, HI; Rogerson, M; Burke, IT; Stewart, DI; Mayes, WM",Hydraulic and biotic impacts on neutralisation of high-pH waters,Alkaline drainage; Biofilm; Mesocosm; Neutralisation; Passive treatment,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2017.05.248
"Yin, TR; Chen, HT; Reinhard, M; Yi, XZ; He, YL; Gin, KYH",Perfluoroalkyl and polyfluoroalkyl substances removal in a full-scale tropical constructed wetland system treating landfill leachate,Perfluoroalkyl and polyfluoroalkyl substances (PFASs); Emerging contaminants; Landfill leachate; Constructed wetlands; Removal,WATER RESEARCH,10.1016/j.watres.2017.08.071
"Kahl, S; Nivala, J; van Afferden, M; Muller, RA; Reemtsma, T",Effect of design and operational conditions on the performance of subsurface flow treatment wetlands: Emerging organic contaminants as indicators,Constructed wetland; Domestic wastewater; Intensification; Micropollutants; Reciprocating wetland; Seasonality,WATER RESEARCH,10.1016/j.watres.2017.09.004
"Srivastava, P; Dwivedi, S; Kumar, N; Abbassi, R; Garaniya, V; Yadav, AK",Performance assessment of aeration and radial oxygen loss assisted cathode based integrated constructed wetland-microbial fuel cell systems,Radial oxygen loss; Constructed wetland-microbial fuel cell; Intermittent aeration; Cathode reaction; Microbial fuel cell,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.08.026
"Walker, C; Tondera, K; Lucke, T",Stormwater Treatment Evaluation of a Constructed Floating Wetland after Two Years Operation in an Urban Catchment,constructed floating wetlands; stormwater pollution; urban runoff; treatment area to catchment ratio,SUSTAINABILITY,10.3390/su9101687
"Shi, X; Fan, JL; Zhang, J; Shen, YH",Enhanced phosphorus removal in intermittently aerated constructed wetlands filled with various construction wastes,Constructed wetlands; Phosphorus removal; Intermittent aeration; Construction waste; Microbial mechanism; Phosphorus mass balance,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-017-9870-z
"Zhang, LP; Yang, QQ; Wang, SL; Li, WT; Jiang, SQ; Liu, Y",Influence of silicon treatment on antimony uptake and translocation in rice genotypes with different radial oxygen loss,Antimony; Silicon; Rice; Radial oxygen loss,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,10.1016/j.ecoenv.2017.06.076
"Zhou, X; Wang, XZ; Zhang, H; Wu, HM",Enhanced nitrogen removal of low C/N domestic wastewater using a biochar-amended aerated vertical flow constructed wetland,Constructed wetlands; Intermittent aeration; Biochar; Nitrogen removal; Nitrous oxide,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.05.072
"Fang, YK; Hu, Z; Zou, Y; Fan, JL; Wang, QS; Zhu, ZR",Increasing economic and environmental benefits of media-based aquaponics through optimizing aeration pattern,Aquaponics; Aeration pattern; Economic benefits; Nitrogen utilization efficiency; GHG emissions,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2017.06.158
"Yi, XZ; Tran, NH; Yin, TR; He, YL; Gin, KYH","Removal of selected PPCPs, EDCs, and antibiotic resistance genes in landfill leachate by a full-scale constructed wetlands system",Antibiotic resistance genes (ARGs); Constructed wetlands (CWs); Emerging contaminants (ECs); Landfill leachate; Pharmaceuticals and personal care products (PPCPs),WATER RESEARCH,10.1016/j.watres.2017.05.008
"Liu, M; Li, BY; Xue, YW; Wang, HY; Yang, K",Constructed wetland using corncob charcoal substrate: pollutants removal and intensification,aeration; C/N ratio; carbon source; charcoal; constructed wetlands; denitrification,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2017.305
"Auvinen, H; Gebhardt, W; Linnemann, V; Du Laing, G; Rousseau, DPL",Laboratory- and full-scale studies on the removal of pharmaceuticals in an aerated constructed wetland: effects of aeration and hydraulic retention time on the removal efficiency and assessment of the aquatic risk,forced bed aeration; hazard quotient; hybrid; light expanded clay aggregate (LECA); sub-surface flow,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2017.328
"Liu, GQ; Wang, JM",Achieving advanced nitrogen removal for small flow wastewater using a baffled bioreactor (BBR) with intermittent aeration,Small-flow wastewater treatment; Nitrogen removal; Baffled bioreactor; Intermittent aeration,JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2017.05.047
"Ilyas, H; Masih, I",The performance of the intensified constructed wetlands for organic matter and nitrogen removal: A review,Constructed wetlands; Dissolved oxygen; Nitrogen; Organic matter; Removal efficiency; Wastewaters,JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2017.04.098
"Gao, CF; Liu, LF; Yang, FL",Development of a novel proton exchange membrane-free integrated MFC system with electric membrane bioreactor and air contact oxidation bed for efficient and energy-saving wastewater treatment,Microbial fuel cells; Membrane bioreactor; Micro electric field; Membrane fouling; Wastewater treatment,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.04.086
"Wang, M; Zhang, DQ; Dong, JW; Tan, SK",Constructed wetlands for wastewater treatment in cold climate - A review,Constructed wetlands; Wastewater treatment; Nutrient; Cold climate,JOURNAL OF ENVIRONMENTAL SCIENCES,10.1016/j.jes.2016.12.019
"Wojciechowska, E",Potential and limits of landfill leachate treatment in a multi-stage subsurface flow constructed wetland - Evaluation of organics and nitrogen removal,Constructed wetlands systems; Biodegradability; Humic substances; Ammonium,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.03.185
"Singh, RP; Singh, NK; Yadav, D; Jayaswal, K; Kazmi, AA",Life Cycle Assessment of a Package Type IFAS Reactor Considering Different Operational Scenarios,Life cycle assessment (LCA); Integrated fixed film activated sludge reactor (IFAS); SimaPro; Wastewater treatment,RESEARCH JOURNAL OF PHARMACEUTICAL BIOLOGICAL AND CHEMICAL SCIENCES,
"Li, JH; Lu, XW",Performance and Microbial Diversity in a Low-Energy ANF-WDSRBC System for the Post-Treatment of Decentralized Domestic Wastewater,decentralized domestic wastewater; ANF-WDSRBC; nitrification; denitrification; high-throughput MiSeq sequencing,WATER,10.3390/w9050330
"Ilyas, H; Masih, I",Intensification of constructed wetlands for land area reduction: a review,Constructed wetland; Dissolved oxygen; Land area; Nitrogen; Organic matter; Phosphorus; Wastewater,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-017-8740-z
"Liu, RB; Zhao, YQ; Zhao, JH; Xu, L; Sibille, C",Embedding constructed wetland in sequencing batch reactor for enhancing nutrients removal: A comparative evaluation,Green bio-sorption reactor (GBR); Alum sludge; Constructed wetland; Activated sludge; Aesthetic value; Simultaneous nitrification and denitrification (SND),JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2017.01.080
"Muter, O; Perkons, I; Selga, T; Berzins, A; Gudra, D; Radovica-Spalvina, I; Fridmanis, D; Bartkevics, V",Removal of pharmaceuticals from municipal wastewaters at laboratory scale by treatment with activated sludge and biostimulation,Antimicrobials Topic; Biodegradation; Ion-Torrent Next-Generation Sequencing; Pharmaceuticals Topic; Wastewater,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2017.01.023
"Wang, Z; Huang, ML; Qi, R; Fan, SS; Wang, Y; Fan, T",Enhanced nitrogen removal and associated microbial characteristics in a modified single-stage tidal flow constructed wetland with step-feeding,Tidal flow constructed wetland (TFCW); Shunt ratio; Nitrogen removal; Nitrogen transformation functional gene,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2016.11.060
"Al-Isawi, R; Ray, S; Scholz, M",Comparative study of domestic wastewater treatment by mature vertical-flow constructed wetlands and artificial ponds,Aeration; Ammonia; Biological waste treatment; Common reed; Ecotechnology; Nitrate,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2016.12.017
"Auvinen, H; Havran, I; Hubau, L; Vanseveren, L; Gebhardt, W; Linnemann, V; Van Oirschot, D; Du Laing, G; Rousseau, DPL",Removal of pharmaceuticals by a pilot aerated sub-surface flow constructed wetland treating municipal and hospital wastewater,Pilot-scale; Pharmaceutical; Intensified wetland; Aeration,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2016.12.031
"Friesen, V; Bergsveinson, J; Ferris, B; Haakensen, M",Pilot-scale testing of a passive water treatment system for Kumtor gold mine demonstrates beneficial microbes mediate treatment of ammonia produced from cyanide destruction,Ammonia treatment wetland; Gold mining; Nitrification; Microbial community profiling; Passive water treatment; Pilot-scale optimization,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2016.12.029
